PROV3275;Hazorasp;;;;;;;;;;;;;;;;;;x;;;;
PROV3276;Zabol;;;;;;;;;;;;;;;;;;x;;;;
PROV3277;Zaranj;;;;;;;;;;;;;;;;;;x;;;;
PROV3278;Jaroslaw;;;;;;;;;;;;;;;;;;x;;;;
PROV3279;Liezen;;;;;;;;;;;;;;;;;;x;;;;
PROV3280;Seiyun;;;;;;;;;;;;;;;;;;x;;;;
PROV3281;Bonn;;;;;;;;;;;;;;;;;;x;;;;
PROV3282;Dir Alzur;;;;;;;;;;;;;;;;;;x;;;;
PROV3283;Karakalpak;;;;;;;;;;;;;;;;;;x;;;;
PROV3284;Sadag;;;;;;;;;;;;;;;;;;x;;;;
PROV3285;Kara-Kum;;;;;;;;;;;;;;;;;;x;;;;
PROV3286;Panjdeh;;;;;;;;;;;;;;;;;;x;;;;
PROV3287;Maymana;;;;;;;;;;;;;;;;;;x;;;;
PROV3288;Ghor;;;;;;;;;;;;;;;;;;x;;;;
PROV3289;Kos;;;;;;;;;;;;;;;;;;x;;;;
PROV3290;Nurota;;;;;;;;;;;;;;;;;;x;;;;
PROV3291;Aalst;;;;;;;;;;;;;;;;;;x;;;;
PROV3292;Bitburg;;;;;;;;;;;;;;;;;;x;;;;
PROV3293;Diedenhofen-Stenay;;;;;;;;;;;;;;;;;;x;;;;
PROV3294;Muraszombat;;;;;;;;;;;;;;;;;;x;;;;
PROV3295;Szabadka;;;;;;;;;;;;;;;;;;x;;;;
PROV3296;Nagykikinda;;;;;;;;;;;;;;;;;;x;;;;
PROV3297;Spittal;;;;;;;;;;;;;;;;;;x;;;;
PROV3298;Steyr;;;;;;;;;;;;;;;;;;x;;;;
PROV3299;Trevnik;;;;;;;;;;;;;;;;;;x;;;;
PROV3300;Arad;;;;;;;;;;;;;;;;;;x;;;;
PROV3301;Jászberény;;;;;;;;;;;;;;;;;;x;;;;
PROV3302;Jászapáti;;;;;;;;;;;;;;;;;;x;;;;
PROV3303;Jászvár;;;;;;;;;;;;;;;;;;x;;;;
PROV3304;Boljevac;;;;;;;;;;;;;;;;;;x;;;;
PROV3305;Kiruna;;;;;;;;;;;;;;;;;;x;;;;
PROV3306;Lycksele;;;;;;;;;;;;;;;;;;x;;;;
PROV3307;Jorvik;;;;;;;;;;;;;;;;;;x;;;;
PROV3308;Suðreyjar;;;;;;;;;;;;;;;;;;x;;;;
PROV695;Twangste;;;;;;;;;;;;;;;;;;x;;;;
PROV696;Ylavia;;;;;;;;;;;;;;;;;;x;;;;
PROV697;Pissakaimas;;;;;;;;;;;;;;;;;;x;;;;
PROV698;Memelis;;;;;;;;;;;;;;;;;;x;;;;
PROV690;Gdansk;;;;;;;;;;;;;;;;;;x;;;;
PROV693;Truso;;;;;;;;;;;;;;;;;;x;;;;
PROV691;Tuchola;;;;;;;;;;;;;;;;;;x;;;;
PROV700;Bydgoszcz;;;;;;;;;;;;;;;;;;x;;;;
PROV699;Poznan;;;;;;;;;;;;;;;;;;x;;;;
PROV692;Walcz;;;;;;;;;;;;;;;;;;x;;;;
PROV681;Kostrzyn;;;;;;;;;;;;;;;;;;x;;;;
PROV680;Koszalic;;;;;;;;;;;;;;;;;;x;;;;
PROV679;Budzistowo;;;;;;;;;;;;;;;;;;x;;;;
PROV546;Bursztbork;;;;;;;;;;;;;;;;;;x;;;;
PROV687;Zhorjelc;;;;;;;;;;;;;;;;;;x;;;;
PROV683;Lehnice;;;;;;;;;;;;;;;;;;x;;;;
PROV682;Vratislav;;;;;;;;;;;;;;;;;;x;;;;
PROV684;Opolí;;;;;;;;;;;;;;;;;;x;;;;
PROV685;Katovice;;;;;;;;;;;;;;;;;;x;;;;
PROV3309;Shupashkar;;;;;;;;;;;;;;;;;;x;;;;
PROV3310;Arzamas;;;;;;;;;;;;;;;;;;x;;;;
PROV281;Skarðæburh;;;;;;;;;;;;;;;;;;x;;;;
PROV280;Bæmburh;;;;;;;;;;;;;;;;;;x;;;;
PROV283;Shéafeld;;;;;;;;;;;;;;;;;;x;;;;
PROV282;Lieds;;;;;;;;;;;;;;;;;;x;;;;
PROV278;Manekæster;;;;;;;;;;;;;;;;;;x;;;;
PROV277;Lonkæster;;;;;;;;;;;;;;;;;;x;;;;
PROV269;Eidinburh;;;;;;;;;;;;;;;;;;x;;;;
PROV271;Glæsge;;;;;;;;;;;;;;;;;;x;;;;
PROV272;Jeddart;;;;;;;;;;;;;;;;;;x;;;;
PROV279;Kymbria;;;;;;;;;;;;;;;;;;x;;;;
PROV268;Dundie;;;;;;;;;;;;;;;;;;x;;;;
PROV266;Æberdien;;;;;;;;;;;;;;;;;;x;;;;
PROV270;Argæl;;;;;;;;;;;;;;;;;;x;;;;
PROV267;Inwernes;;;;;;;;;;;;;;;;;;x;;;;
PROV300;Lunden;;;;;;;;;;;;;;;;;;x;;;;
PROV293;Kelmærsfort;;;;;;;;;;;;;;;;;;x;;;;
PROV295;Væclingskæster;;;;;;;;;;;;;;;;;;x;;;;
PROV291;Grantebryge;;;;;;;;;;;;;;;;;;x;;;;
PROV292;Norþwik;;;;;;;;;;;;;;;;;;x;;;;
PROV289;Likæster;;;;;;;;;;;;;;;;;;x;;;;
PROV290;Lincyln;;;;;;;;;;;;;;;;;;x;;;;
PROV288;Snotingham;;;;;;;;;;;;;;;;;;x;;;;
PROV285;Legkæster;;;;;;;;;;;;;;;;;;x;;;;
PROV284;Bermingham;;;;;;;;;;;;;;;;;;x;;;;
PROV287;Werkæster;;;;;;;;;;;;;;;;;;x;;;;
PROV286;Shrobsburh;;;;;;;;;;;;;;;;;;x;;;; 
PROV296;Brygstow;;;;;;;;;;;;;;;;;;x;;;;
PROV273;Kardif;;;;;;;;;;;;;;;;;;x;;;;
PROV2468;Henriksby;;;;;;;;;;;;;;;;;;x;;;;
PROV294;Oksfort;;;;;;;;;;;;;;;;;;x;;;;
PROV297;Sareburh;;;;;;;;;;;;;;;;;;x;;;;
PROV298;Akemanekæster;;;;;;;;;;;;;;;;;;x;;;;
PROV3268;Kærwik;;;;;;;;;;;;;;;;;;x;;;;
PROV299;Æberplym;;;;;;;;;;;;;;;;;;x;;;;
PROV310;Fredriksund;;;;;;;;;;;;;;;;;;x;;;;
PROV316;Sarpsborg;;;;;;;;;;;;;;;;;;x;;;;
PROV3269;Portsmuð;;;;;;;;;;;;;;;;;;x;;;;
PROV302;Borthelmtun;;;;;;;;;;;;;;;;;;x;;;;
PROV301;Kantarburh;;;;;;;;;;;;;;;;;;x;;;;
PROV303;Suþhamwik;;;;;;;;;;;;;;;;;;x;;;;
PROV274;Aberteifi;;;;;;;;;;;;;;;;;;x;;;; 
PROV276;Caernarfon;;;;;;;;;;;;;;;;;;x;;;;
PROV263;Dyflin;;;;;;;;;;;;;;;;;;x;;;;
PROV256;Ard Mhacha;;;;;;;;;;;;;;;;;;x;;;;
PROV254;Béal Feirste;;;;;;;;;;;;;;;;;;x;;;; 
PROV265;Wæsfort;;;;;;;;;;;;;;;;;;x;;;;
PROV262;Weðerford;;;;;;;;;;;;;;;;;;x;;;;
PROV264;Cill Dara;;;;;;;;;;;;;;;;;;x;;;;
PROV260;Corcaigh;;;;;;;;;;;;;;;;;;x;;;;
PROV261;Luimneach;;;;;;;;;;;;;;;;;;x;;;;
PROV258;Gaillimh;;;;;;;;;;;;;;;;;;x;;;;
PROV259;Sligeach;;;;;;;;;;;;;;;;;;x;;;;
PROV257;Dún na nGall;;;;;;;;;;;;;;;;;;x;;;;
PROV255;Doire Cholm Chille;;;;;;;;;;;;;;;;;;x;;;; 
PROV706;Warszawa;;;;;;;;;;;;;;;;;;x;;;;
PROV394;Karnei;;;;;;;;;;;;;;;;;;x;;;;
PROV392;Namen;;;;;;;;;;;;;;;;;;x;;;;
PROV404;Kamerik;;;;;;;;;;;;;;;;;;x;;;;
PROV395;Leck;;;;;;;;;;;;;;;;;;x;;;;
PROV387;Brussel;;;;;;;;;;;;;;;;;;x;;;;
PROV413;Wirtten;;;;;;;;;;;;;;;;;;x;;;;
PROV411;Nanzig;;;;;;;;;;;;;;;;;;x;;;;
PROV414;Spinneln;;;;;;;;;;;;;;;;;;x;;;;
PROV410;Kolmar;;;;;;;;;;;;;;;;;;x;;;;
PROV409;Straßburg;;;;;;;;;;;;;;;;;;x;;;;
PROV431;Ybblings;;;;;;;;;;;;;;;;;;x;;;;
PROV433;Tramelijng;;;;;;;;;;;;;;;;;;x;;;;
PROV607;Panteninga;;;;;;;;;;;;;;;;;;x;;;;
PROV3250;Friborg;;;;;;;;;;;;;;;;;;x;;;;
PROV608;Nüjiborg;;;;;;;;;;;;;;;;;;x;;;;
PROV432;Besanz;;;;;;;;;;;;;;;;;;x;;;;
PROV609;Hariodinga;;;;;;;;;;;;;;;;;;x;;;;
PROV465;Waslijng;;;;;;;;;;;;;;;;;;x;;;;
PROV466;Marsinga;;;;;;;;;;;;;;;;;;x;;;;
PROV454;Maureninga;;;;;;;;;;;;;;;;;;x;;;;
PROV451;Lijdan;;;;;;;;;;;;;;;;;;x;;;;
PROV469;Harimanne;;;;;;;;;;;;;;;;;;x;;;;
PROV452;Förs;;;;;;;;;;;;;;;;;;x;;;;
PROV453;Walentija;;;;;;;;;;;;;;;;;;x;;;;
PROV468;Wanijon;;;;;;;;;;;;;;;;;;x;;;;
PROV467;Massilijn;;;;;;;;;;;;;;;;;;x;;;;
PROV470;Þulon;;;;;;;;;;;;;;;;;;x;;;;
PROV471;Kälunija;;;;;;;;;;;;;;;;;;x;;;;
PROV472;Nikei;;;;;;;;;;;;;;;;;;x;;;;
PROV3311;Taklamakan;;;;;;;;;;;;;;;;;;x;;;;
PROV3313;Yarkent;;;;;;;;;;;;;;;;;;x;;;;
PROV3312;Qarasheher;;;;;;;;;;;;;;;;;;x;;;;
PROV3314;Beshta;;;;;;;;;;;;;;;;;;x;;;;
PROV3315;Agwali;;;;;;;;;;;;;;;;;;x;;;;
PROV3316;Akusha;;;;;;;;;;;;;;;;;;x;;;;
PROV3317;Tshakur;;;;;;;;;;;;;;;;;;x;;;;
PROV3318;Nasran;;;;;;;;;;;;;;;;;;x;;;;
PROV3319;Tarki;;;;;;;;;;;;;;;;;;x;;;;
PROV3320;Quba;;;;;;;;;;;;;;;;;;x;;;;
PROV3321;Kremenchuk;;;;;;;;;;;;;;;;;;x;;;;
PROV3322;Myrhorod;;;;;;;;;;;;;;;;;;x;;;;
PROV3323;Lubny;;;;;;;;;;;;;;;;;;x;;;;
PROV3324;Sumy;;;;;;;;;;;;;;;;;;x;;;;
PROV3325;Pereyáslav;;;;;;;;;;;;;;;;;;x;;;;
PROV3326;Liptsek;;;;;;;;;;;;;;;;;;x;;;;
PROV3327;Pavlovsk;;;;;;;;;;;;;;;;;;x;;;;
PROV3328;Skopin;;;;;;;;;;;;;;;;;;x;;;;
PROV3329;Michurinsk;;;;;;;;;;;;;;;;;;x;;;;
PROV3330;Uvarovo;;;;;;;;;;;;;;;;;;x;;;;
PROV3331;Starodub;;;;;;;;;;;;;;;;;;x;;;;
PROV3332;Chust;;;;;;;;;;;;;;;;;;x;;;;
PROV3333;Máramaros;;;;;;;;;;;;;;;;;;x;;;;
PROV901;Hasakh;;;;;;;;;;;;;;;;;;x;;;;
PROV924;Arbil;;;;;;;;;;;;;;;;;;x;;;;
PROV928;Rawandez;;;;;;;;;;;;;;;;;;x;;;;
PROV925;Solimaniyeh;;;;;;;;;;;;;;;;;;x;;;;
PROV1054;Dzæudžyqæu;;;;;;;;;;;;;;;;;;x;;;;
PROV3334;Kutná Hora;;;;;;;;;;;;;;;;;;x;;;;
PROV3335;Zlín;;;;;;;;;;;;;;;;;;x;;;;
PROV3336;Haymana;;;;;;;;;;;;;;;;;;x;;;;
PROV3337;Aksaray;;;;;;;;;;;;;;;;;;x;;;;
PROV3338;Nusheher;;;;;;;;;;;;;;;;;;x;;;;
PROV3339;Qîrsehir;;;;;;;;;;;;;;;;;;x;;;;
PROV876;Enqere;;;;;;;;;;;;;;;;;;x;;;;
PROV868;Pirshehir;;;;;;;;;;;;;;;;;;x;;;;
PROV3339;Kirshehir;;;;;;;;;;;;;;;;;;x;;;;
PROV3340;Sibi;;;;;;;;;;;;;;;;;;x;;;;
PROV3341;Mustang;;;;;;;;;;;;;;;;;;x;;;;
PROV3342;Meghalaya;;;;;;;;;;;;;;;;;;x;;;;
PROV827;Syrakus;;;;;;;;;;;;;;;;;;x;;;;
PROV624;Vas;;;;;;;;;;;;;;;;;;x;;;;
PROV616;Gradec;;;;;;;;;;;;;;;;;;x;;;;
PROV617;Kumanvár;;;;;;;;;;;;;;;;;;x;;;;
PROV619;Bécs;;;;;;;;;;;;;;;;;;x;;;;
PROV620;Triszma;;;;;;;;;;;;;;;;;;x;;;;
PROV621;Kremisza;;;;;;;;;;;;;;;;;;x;;;; 
PROV618;Celovec;;;;;;;;;;;;;;;;;;x;;;;
PROV1182;Saraychyq;;;;;;;;;;;;;;;;;;x;;;;
PROV678;Hacidar;;;;;;;;;;;;;;;;;;x;;;;
PROV969;Orlik;;;;;;;;;;;;;;;;;;x;;;;
PROV968;Yedisan;;;;;;;;;;;;;;;;;;x;;;;
PROV970;Inhul;;;;;;;;;;;;;;;;;;x;;;;
PROV971;Sakhagan;;;;;;;;;;;;;;;;;;x;;;;
PROV972;Özü-Cale;;;;;;;;;;;;;;;;;;x;;;;
PROV973;Kyzyl-Yar;;;;;;;;;;;;;;;;;;x;;;;
PROV974;Babka;;;;;;;;;;;;;;;;;;x;;;;
PROV975;Besterek;;;;;;;;;;;;;;;;;;x;;;;
PROV976;Kalka;;;;;;;;;;;;;;;;;;x;;;;
PROV978;Lopan;;;;;;;;;;;;;;;;;;x;;;; 
PROV979;Kyzyl-Kut;;;;;;;;;;;;;;;;;;x;;;;
PROV980;Ten;;;;;;;;;;;;;;;;;;x;;;;
PROV1055;Sölscha-Ghala;;;;;;;;;;;;;;;;;;x;;;;
PROV1056;Khokhifondz;;;;;;;;;;;;;;;;;;x;;;;
PROV1050;Stæurafol;;;;;;;;;;;;;;;;;;x;;;;
PROV1039;Sary Su;;;;;;;;;;;;;;;;;;x;;;;
PROV1040;Sok;;;;;;;;;;;;;;;;;;x;;;;
PROV1041;Elst;;;;;;;;;;;;;;;;;;x;;;;
PROV1045;Meskeçi;;;;;;;;;;;;;;;;;;x;;;;
PROV1046;Cir;;;;;;;;;;;;;;;;;;x;;;;
PROV1047;Azak;;;;;;;;;;;;;;;;;;x;;;;
PROV1048;Qoban;;;;;;;;;;;;;;;;;;x;;;;
PROV965;Akhtiar;;;;;;;;;;;;;;;;;;x;;;;
PROV964;Aq-Mescit;;;;;;;;;;;;;;;;;;x;;;;
PROV967;Aq-Yar;;;;;;;;;;;;;;;;;;x;;;;
PROV966;Keriç;;;;;;;;;;;;;;;;;;x;;;;
PROV2610;Isan;;;;;;;;;;;;;;;;;;x;;;;
PROV1038;Janaozen;;;;;;;;;;;;;;;;;;x;;;;
PROV1037;Ukek;;;;;;;;;;;;;;;;;;x;;;;
PROV1035;Cinghyley;;;;;;;;;;;;;;;;;;x;;;;
PROV1032;Çistay;;;;;;;;;;;;;;;;;;x;;;;
PROV1033;Sember;;;;;;;;;;;;;;;;;;x;;;;
PROV1033;Ydmyrtir;;;;;;;;;;;;;;;;;;x;;;;
PROV1044;Orynbor;;;;;;;;;;;;;;;;;;x;;;;
PROV1060;Jamanqala;;;;;;;;;;;;;;;;;;x;;;;
PROV1059;Iset;;;;;;;;;;;;;;;;;;x;;;;
PROV1031;Ydmyrtir;;;;;;;;;;;;;;;;;;x;;;;
PROV1058;Miass;;;;;;;;;;;;;;;;;;x;;;; 
PROV2685;Neromkarr;;;;;;;;;;;;;;;;;;x;;;;
PROV2614;Isker;;;;;;;;;;;;;;;;;;x;;;;
PROV2658;Ishem;;;;;;;;;;;;;;;;;;x;;;;
PROV1091;Tskhinval;;;;;;;;;;;;;;;;;;x;;;;
PROV1061;Çinki-Tura;;;;;;;;;;;;;;;;;;x;;;;
PROV1066;Qashliq;;;;;;;;;;;;;;;;;;x;;;;
PROV1064;Tura-Irtesh;;;;;;;;;;;;;;;;;;x;;;;
AUS_639;Transdanubia;;;;;;;;;;;;;;;;;;x;;;;
AUS_619;Western Kunsag;;;;;;;;;;;;;;;;;;x;;;;
AUS_623;Eastern Kunsag;;;;;;;;;;;;;;;;;;x;;;;
RUS_1102;Arran;;;;;;;;;;;;;;;;;;x;;;;
PER_1112;Azarbayjan;;;;;;;;;;;;;;;;;;x;;;;
PER_1121;Ajam;;;;;;;;;;;;;;;;;;x;;;;
EGY_907;North Arabian Desert;;;;;;;;;;;;;;;;;;x;;;;
RUS_1205;Biaban-e Qareh Qum;;;;;;;;;;;;;;;;;;x;;;;
AUS_3301;Jászság;;;;;;;;;;;;;;;;;;x;;;;
CRO_784;Krajina;;;;;;;;;;;;;;;;;;x;;;;
TUR_889;Rum;;;;;;;;;;;;;;;;;;x;;;;
TUR_3339;Kuzey Kapadokya;;;;;;;;;;;;;;;;;;x;;;;
TUR_878;Güney Kapadokya;;;;;;;;;;;;;;;;;;x;;;;
RUS_1052;Avarestan;;;;;;;;;;;;;;;;;;x;;;;
TIM_1055;Shomal-e Qafqaz;;;;;;;;;;;;;;;;;;x;;;;
RUS_1092;Western Georgia;;;;;;;;;;;;;;;;;;x;;;;
RUS_1090;Gorjestan;;;;;;;;;;;;;;;;;;x;;;;
RUS_1030;Inner Kazan;;;;;;;;;;;;;;;;;;x;;;;
RUS_1020;Outer Kazan;;;;;;;;;;;;;;;;;;x;;;;
RUS_1060;Bashkortostan;;;;;;;;;;;;;;;;;;x;;;;
