centralize_the_khanate_title;Centralize the Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
centralize_the_khanate_desc;Now that the russian threat has been dealt with our rule is unchallenged. It is time to formally unite the Khanate!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_rej_title;Subjugate the Qashliq Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_rej_desc;The foolish Khan of Qashliq has refused our offer. We need to subjugate him by the sword to save the Tatars from russian expansionism!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_acc_title;Qashliq accepts our offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_acc_desc;The Khan of Qashliq has accepted our offer. The Russians wont stand a chance against a united Steppe!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_akh_acc_title;Astrakhan accepts our offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_akh_acc_desc;The Khan of Astrakhan has accepted our offer. The Russians wont stand a chance against a united Steppe!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
avenge_kazan_title;Avenge Kazan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
avenge_kazan_desc;The russian conquest of Kazan was extremely brutal. It depopulated the once rich region of the Upper Idel, thousends of Kazanis fleed their home and even more got killed by Skobelevs troops, not to mention the ruthless execution of the Khan and it's entire family. It is our duty, now that the Steppe stands united, to liberate Kazan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_title;Subdue Yugra;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_desc;The fur traders of the yugrian wastes were able to remain independant by opportunistically switching alliances with the Tatars and Russians. Now that we are dominating both Russia and the Steppe we are in a position to assume direcet control over their valueable ressources.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayan_uriankhai_title;Subdue the Sayan Tribes;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayan_uriankhai_desc;After having conquered Yugra, the cold wastes of Siberia are almost free to grab. The only thing holding us back is the influencial position of the Oirat Khagnate in Tuva and the Baikal. The conquest of the Sayan Tribes will increase our influence in the region.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_title;Annex Tuva;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_desc;Our increased influence in Tuva allows us to further integrate the region, this act however will force the Oirats to act.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_title;Take control over Buryatia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_desc;The Oirat control in Central Siberia has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_title;Take control in the Daur Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_desc;The Oirat control in the North has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_title;The Jurchen Conflict;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_desc;The momentum of the Pacific Push still hasn't slowed down. A lot of Tatar tribes still search for their own, new, suitable plot of land. Many of these tribes now violated the territory of the Jurchen, a tributary of the Great Shun. This needs to be settled so that further conflict can be avoided.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_title;Subdue the Sakhalar;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_desc;The semi-nomadic Sakhalar originally fleed from the mongols in the 13th century. They now live in the rich basins of the Lena, Aldan and Vilyuy Rivers and are fabled as horse breeders. But now they pose the last obstacle in our Push to the Pacific, their subjugating would not only give us access to their skills, but also their rich fur market.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_title;The Pacific Coast;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_desc;Our troops have finally reached the long awaited coastline, but our forces meet resistance from the local population. Even though our troops were successfull, the areas of Kamchatka and Chukchia are now almost uninhabitated. Nevertheless, we should formally announce the annexetion of these territory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_north_title;The Conquest of the North;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_north_desc;The land of the Tymyr was thought to be only a part of Siberlar folklore, but with our conquest multiple multiple reports have told us about a group of people far in the north speaking a familiar sounding language. We should use this to justify the conquest of these regions!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_title;Claim the Northern Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_desc;While the Northwestern Caucasus has been under our control for centuries the Northeast has been part of the Timurid Empire, but the recent collapse of the iranian behemoth left the entire Caucasus in turmoil. Local Khanates, Tribes and Christian Kingdoms is all what is left. This is a perfect opportunity to not only establish a amazing natural border, but also to integrate the turkic tribes living in these regions!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_qasim_title;Claim Qasim;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_qasim_desc;The Tatars of Qasim originated from the lands of the Golden Horde, but during their collapse thousends of Tatars fleed. The Hetmans of Ryazan and Kursk offered them refugee. In exchange they were ordered to protect the border regions and during time most of them even converted to Christianity. Now that the Khanate is united once again we should reincorporate our lost brethern!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_rth_title;Claim the Northern Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_rth_desc;While the Northwestern Caucasus has been under our control for centuries the Northeast has been part of the Timurid Empire, but the recent collapse of the iranian behemoth left the entire Caucasus in turmoil. Local Khanates, Tribes and Christian Kingdoms is all what is left. This is a perfect opportunity to establish a amazing natural border!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_rus_title;Claim the Northern Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_rus_desc;While the Northwestern Caucasus has been under our control for centuries the Northeast has been part of the Timurid Empire, but the recent collapse of the iranian behemoth left the entire Caucasus in turmoil. Local Khanates, Tribes and Christian Kingdoms is all what is left. This is a perfect opportunity to establish a amazing natural border!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_rus_title;Subdue Yugra;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_rus_desc;The fur traders of the yugrian wastes were able to remain independant by opportunistically switching alliances with the Tatars and Russians. Now that we are dominating both Russia and the Steppe we are in a position to assume direcet control over their valueable ressources.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_selkups_title;Subdue the Selkups and Shors;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_selkups_desc;Im a placeholder;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayans_rus_title;Subdue the Sayan Tribes;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayan_rus_desc;Now that we extended our control to the banks of the Yenisey, the cold wastes of Siberia are almost free to grab. The only thing holding us back is the influencial position of the Oirat Khagnate in Tuva and the Baikal. The conquest of the Sayan Tribes will increase our influence in the region.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_rus_title;Annex Tuva;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_rus_desc;Our increased influence in Tuva allows us to further integrate the region, this act however will force the Oirats to act.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_rus_title;Take control over Buryatia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_rus_desc;The Oirat control in Central Siberia has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_rus_title;Take control in the Daur Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_rus_desc;The Oirat control in the North has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_russia_title;The Jurchen Conflict;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_russia_desc;The momentum of the Pacific Push still hasn't slowed down. A lot of Cossacks still search for their own, new, suitable plot of land. Many of these tribes now violated the territory of the Jurchen, a tributary of the Great Shun. This needs to be settled so that further conflict can be avoided.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_rus_title;Subdue the Sakhalar;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_rus_desc;The semi-nomadic Sakhalar originally fleed from the mongols in the 13th century. They now live in the rich basins of the Lena, Aldan and Vilyuy Rivers and are fabled as horse breeders. But now they pose the last obstacle in our Push to the Pacific, their subjugating would not only give us access to their skills, but also their rich fur market.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_ruthenia_title;The Jurchen Conflict;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_ruthenia_desc;The momentum of the Pacific Push still hasn't slowed down. A lot of Cossacks still search for their own, new, suitable plot of land. Many of these tribes now violated the territory of the Jurchen, a tributary of the Great Shun. This needs to be settled so that further conflict can be avoided.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_rus_title;The Pacific Coast;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_rus_desc;Our troops have finally reached the long awaited coastline, but our forces meet resistance from the local population. Even though our troops were successfull, the areas of Kamchatka and Chukchia are now almost uninhabitated. Nevertheless, we should formally announce the annexetion of these territory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
recreate_bulghar_khanate_title;Recreate the Bulghar Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
recreate_bulghar_khanate_desc;The Bulghars once lived in what is now Kazan. While their origins aren't known many think that the Chuvash are their direct decendents or are atleast linguistically related. As we have now established a dominant position in both Inner and Outer Kazan we are able to reclaim their lost legacy!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
build_white_sea_canal_title;Build the White Sea Canal!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
build_white_sea_canal_desc;The Anglo-Nordic control over the Baltic Sea still poses a risk for trade and conflict. If we connect the Wyg with Lake Onega we would be able to circumvent their tariffs while at the same time make use of the Northeast Passage. This would strengthen the regions of Karelia and Kola.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
dom_perm_title;Assert dominance over Perm;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
dom_perm_desc;Im a placeholder;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
con_cossacks_title;Control the Cossacks;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
con_cossacks_desc;While the Kazani Raids are over the tribes of Astrakhan and Crimea still threaten our influence in the Steppe. With the support of the Cossacks we would be able to counter their raids.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_tsardom_title;Proclaim the Tsardom of Russia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_tsardom_desc;Now that we control a realm stretching from the Urals to the Steppes, we can proclaim the the Tsardom of Russia. While this title will probably not be recognized by the other Great Powers, this will certainly support our Pan-Russian Ambitions.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_russia_title;Unite Russia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_russia_desc;The russian states have been disunited ever since the collapse of the Kievian Rus'. However, now that we managed to build a power base and established ourselves as the leading force in russian unification it is time to reclaim our lost glory and, after centuries, shake of the Tatar Joke!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_ruthenia_title;Restore the Rus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_ruthenia_desc;The russian states have been disunited ever since the collapse of the Kievian Rus'. However, now that we managed to build a power base and established ourselves as the leading force in russian unification it is time to reclaim our lost glory and, after centuries, shake of the Tatar Joke!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reunite_imeretia_title;Reunite the Kingdom of Imereti!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reunite_imeretia_desc;The Kingdom of Imereti was an independant state ever since the dissolution of Georgia. However, the recent subjugation and vassalization by the Timurids left the Kingdom in ruins. Local nobles used this opportunity to declare independence from Kutaisi. We need to restore Imereti, and ultimately reclaim Georgia!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
restore_georgia_title;Restore Georgia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
restore_georgia_desc;The State of Georgia was once a pan-caucasian power, but countless invasions of the Timurids and the plague left the nation in despair and anarchy. Ultimately, this resulted in the fraction into the four Kingdoms of Imereti, Kakheti, Samtskhe and Kartli. Of whom only the first one was able to withstand annexetion from the Timurids until the early 18th century. If we were able to unite these four states under our rule, we could reassert ourselves as the Lords of the Caucasus!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_alvuania_title;Claim Alvuania!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_alvuania_desc;Alvuania (or Albania) was a medieval Kingdom in what is now Aran. Together with Georgia and Armenia they were the first nations to convert to christianity, but today most of the inhabitants assimilated into persian culture and converting to Islam. However, smaller christian alvuani communties still exist all along the Kura River. We should integrate them into our realm!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_armenia_title;Claim Armenia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_armenia_desc;The Armenians can be found all over the Caucasus. However, their main settlement area is near Lake Van and in the Rum province. We should instrumentalize their scattered settlements and expand our claims!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_sochi_title;Reclaim Sochi;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_sochi_desc;The city of Sochi once was part of the Kingdom of Abkhazia, which got integrated into Georgia in the 11th century. The city itself was part of the georgian state until the 15th century, when Georgia was dismantled. Now that we rebuild the state we should lay claims on the city!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_darial_title;Control the Dar-i Alan Gorge;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_darial_desc;The Dar-i Alan (or Darial) Gorge is the only bigger pass through the Greater Caucasus. Furthermore the area is inhabitated by the Ossetians, who, for the most part or Orthodox Christians. It is in our interest to claim both sides of this path!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
restore_alania_title;Restore the Alanian Kingdom;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
restore_alania_desc;The Kingdom of Alania was a major power in the North Caucasus during the middle ages. During the Mongol Invasion the Kingdom was destroyed, many Alanians fled into the safety of the Greater Caucasian Mountains, while others joined the Mongols. As we are now a free state again we should reclaim our once lost lands!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_greater_armenia_title;Claim Greater Armenia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_greater_armenia_desc;Greater Armenia, or Mets Hayk' originally referred to Armenian Kingdom in the Armenian Highlands. However, since the Middle Ages the term was used to distinguish it from Cilicia, the last independent western armenian state. Now is the time to instrumentalize the term to lay claim on the a unified Armenia, reaching from Arzakh to Cilica!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
join_armenia_title;Join Armenia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
join_armenia_desc;Now that a new armenian state has been established, we should unify with our brethern.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_armenia_title;Become Armenia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_armenia_desc;With the Azeri Khanates defeated and Eastern Armenia reclaimed, we should proclaim a new armenian state!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_eastern_armenia_title;Claim Eastern Armenia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_eastern_armenia_desc;Ever since the end of Bagratids, armenian statehood was fragile, with only two minor armenian domains: Cilicia and Khachen. Of whom only we survived until now, even though not entirely independent. However, the recent and unexpected collapse of the Timurids change this. While we are now a sovereign state, new threats arrose: The Azeri Khanates. We should utilize this new situation and to quickly reclaim Eastern Armenia!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_iran_title;Reunite Iran;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_iran_desc;The Timurid Collapse left the Iranian Highlands in turmoil. Multiple warlords, pretenders and republicans all claim to be the rightfull rulers over Iran. However, we managed to defeat all of them and reunify central and western Iran. The next obvious step would be to adopt the title Shahanshah, King of Kings.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_west_title;Reclaim Iraq-e Arabi;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_west_desc;Iraq was an integral part of iranian empires and dynasties for centuries. Baghdad and her predecessors acted as the capital of both the Sassanids and Arsacid Empires. Furthermore the regions spiritual importance, in form of the holy sites in Najaf, aswell as the fertile and strategic position emphasize our vital interest in this region.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_kurdistan_title;Reclaim Kordestan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_kurdistan_desc;The eastern kurdish tribes inhabit both sides of the mighty Zagros mountains, a barrier that protected the iranian heartland for ages. However, local chieftains only answered to the Shahanshah himself. Due to the recent collapse of the Timurid Empire these chieftains united in a federation-like state and now are threatening neighbouring powers. We need to subdue them once again!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_caucasus_title;Reclaim the Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_caucasus_desc;Following the Timurid Collapse the southern Caucasus fell into chaos and anarchy. Local turkish warlords are fighting for dominace over the region, while in the east both the Talysh and Tats declared independent states. In the northern Caucasus, however the situation hasn't changed. We need to restore order in the southern Caucasus!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
stop_balochi_raids_title;Stop the Balochi Raids;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
stop_balochi_raids_desc;The balochi tribes, once dependent on Timurid rule are now laying waste to the fragile ports in the desert-like region of Hormuzgan. Since we managed to subdue the Abdali Afghan tribes in eastern Khorasan we should finally turn our attention to these trouble makers!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_khorasan_title;Reclaim Eastern Khorasan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_khorasan_desc;The region of Eastern Khorasan was one of the first areas to rebel against timurid rule. However, the afghan confederation quickly collapsed due to tribal rivalries between the western Abdali tribes and the eastern Ghilzai tribes. We should use this opportunity to restore order in Khorasan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_turkomans_title;Unite the Turkomans;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_turkomans_desc;The Azeris, or Eastern Turkomans migrated into Aran and Azarbaijan in th 11th century. Due to extensive contact with the locals most of them assimilated into the iranian population. However, many of the non assimilated tribes still played a major roll in the Caucasus and Eastern Anatolia, mainly as loyal elite soldiers and conquerors. Thus mainting a military and political position in the area. We should unite these tribes under our banner!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_western_turks_title;Conquer Anatolia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_western_turks_desc;The Turks of Anatolia have been disunited ever since Timur's Anatolian Invasion. The once mighty Ottomans errupted into a civil war , ultimately leading to their demise and subjegation by the Bulgarians, while the remaining tribes joined Timur. Now that Timurid control has collapsed we should use this opportunity to unite with our western brethren!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       §R (Gameplay Note: Taking this decision will prevent you from claiming Western Iran);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_fertile_crescent_title;Claim the Mashriq;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_fertile_crescent_desc;Mashriq, or the east, once was the centre of the islamic world, but, especially Iraq, could never recover from the devastating mongol invasion. The Timurid Collapse lead to the creation of an decentralized and weak arab state, with the united power of our anatolian brethern we should impose our rule on both Iraq and Syria!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_caucasus_crescent_title;Invade the Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_caucasus_crescent_desc;Following the Timurid Collapse the southern Caucasus fell into chaos and anarchy. Local turkish warlords are fighting for dominace over the region, while in the east both the Talysh and Tats declared independent states. In the northern Caucasus, however the situation hasn't changed. We need to restore order in the southern Caucasus!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_kurds_title;Subdue the Kurds;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_kurds_desc;The eastern kurdish tribes inhabit both sides of the mighty Zagros mountains, a barrier that protected the iranian heartland for ages. However, local chieftains only answered to the Shahanshah himself. Due to the recent collapse of the Timurid Empire these chieftains united in a federation-like state and now are threatening neighbouring powers. We need to subdue them once again!                                                                                                                                                                                                                                                                                                                                                                                                                                                                      §R (Gameplay Note: Taking this decision will prevent you from claiming Western Iran);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_iraq_title;Invade Iraq;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
invade_iraq_desc;Iraq was once the centre of the islamic world, but could never recover from the devastating mongol invasion. The Timurid Collapse lead to the creation of an decentralized and weak arab state, with the Kurds out of our way we should be easily able to subdue them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_iran_title;Invade Iran;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_iran_desc;Now that the Kurds are subdued and Iraq under our control, they gates to Iran are open. We should use the current turmoil there to establish a strong turkic state!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_rum_title;Unite Rum;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_rum_desc;Now that we drove out the Timurids from our lands, we should get rid of the Bulgarians, too. Anatolia shall be unified under the Rum Sultanate!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_the_north_caucasus_title;Unite the Northern Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_the_north_caucasus_desc;We should unite the Northern Caucasus to protect our people from forgein powers!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_shamkhalate_title;Proclaim the Shamkhalate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
proclaim_shamkhalate_desc;Now that we are free from the Timurids we should reinstitute our dominance over the Avars and Dargins!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_daghestan_title;Unite Daghestan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_daghestan_desc;We should unite Daghestan (placeholder);;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_mawarannahr_title;Claim Mawarannahr;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_mawarannahr_desc;Mawarannahr - or Transoxiana - is the last center of timurid rule. A lot of uzbek tribesmen are still loyal to them, we should integrate this territory to not only end timurid rule once and for all, but also to establish a proper buffer area against Kyrgyz raids!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
